region,community,cases,date
LOS ANGELES,FAIRCREST HEIGHTS,0,2020-03-29
LOS ANGELES,FAIRCREST HEIGHTS,0,2020-03-30
LOS ANGELES,FAIRCREST HEIGHTS,0,2020-03-31
LOS ANGELES,FAIRCREST HEIGHTS,NA,2020-04-01
LOS ANGELES,FAIRCREST HEIGHTS,NA,2020-04-02
LOS ANGELES,FAIRCREST HEIGHTS,NA,2020-04-03
LOS ANGELES,FAIRCREST HEIGHTS,NA,2020-04-04
LOS ANGELES,FAIRCREST HEIGHTS,NA,2020-04-05
LOS ANGELES,FAIRCREST HEIGHTS,NA,2020-04-06
LOS ANGELES,FAIRCREST HEIGHTS,NA,2020-04-07
LOS ANGELES,FAIRCREST HEIGHTS,NA,2020-04-08
LOS ANGELES,FAIRCREST HEIGHTS,NA,2020-04-09
LOS ANGELES,FAIRCREST HEIGHTS,NA,2020-04-10
LOS ANGELES,FAIRCREST HEIGHTS,NA,2020-04-11
LOS ANGELES,FAIRCREST HEIGHTS,NA,2020-04-12
LOS ANGELES,FAIRCREST HEIGHTS,NA,2020-04-13
LOS ANGELES,FIGUEROA PARK SQUARE,0,2020-03-27
LOS ANGELES,FIGUEROA PARK SQUARE,0,2020-03-28
LOS ANGELES,FIGUEROA PARK SQUARE,0,2020-03-29
LOS ANGELES,FIGUEROA PARK SQUARE,0,2020-03-30
LOS ANGELES,FIGUEROA PARK SQUARE,0,2020-03-31
LOS ANGELES,FIGUEROA PARK SQUARE,0,2020-04-01
LOS ANGELES,FIGUEROA PARK SQUARE,0,2020-04-02
LOS ANGELES,FIGUEROA PARK SQUARE,0,2020-04-03
LOS ANGELES,FIGUEROA PARK SQUARE,NA,2020-04-04
LOS ANGELES,FIGUEROA PARK SQUARE,NA,2020-04-05
LOS ANGELES,FIGUEROA PARK SQUARE,5,2020-04-06
LOS ANGELES,FIGUEROA PARK SQUARE,6,2020-04-07
LOS ANGELES,FIGUEROA PARK SQUARE,6,2020-04-08
LOS ANGELES,FIGUEROA PARK SQUARE,7,2020-04-09
LOS ANGELES,FIGUEROA PARK SQUARE,7,2020-04-10
LOS ANGELES,FIGUEROA PARK SQUARE,7,2020-04-11
LOS ANGELES,FIGUEROA PARK SQUARE,7,2020-04-12
LOS ANGELES,FIGUEROA PARK SQUARE,7,2020-04-13
NA,FLORENCE,1,2020-03-23
NA,FLORENCE,1,2020-03-24
NA,FLORENCE,4,2020-03-25
NA,FLORENCE,7,2020-03-26
LOS ANGELES,FLORENCE-FIRESTONE,3,2020-03-27
UNINCORPORATED,FLORENCE-FIRESTONE,0,2020-03-27
LOS ANGELES,FLORENCE-FIRESTONE,6,2020-03-28
UNINCORPORATED,FLORENCE-FIRESTONE,0,2020-03-28
LOS ANGELES,FLORENCE-FIRESTONE,6,2020-03-29
UNINCORPORATED,FLORENCE-FIRESTONE,0,2020-03-29
LOS ANGELES,FLORENCE-FIRESTONE,7,2020-03-30
UNINCORPORATED,FLORENCE-FIRESTONE,0,2020-03-30
LOS ANGELES,FLORENCE-FIRESTONE,12,2020-03-31
UNINCORPORATED,FLORENCE-FIRESTONE,0,2020-03-31
LOS ANGELES,FLORENCE-FIRESTONE,14,2020-04-01
UNINCORPORATED,FLORENCE-FIRESTONE,19,2020-04-01
LOS ANGELES,FLORENCE-FIRESTONE,18,2020-04-02
UNINCORPORATED,FLORENCE-FIRESTONE,23,2020-04-02
LOS ANGELES,FLORENCE-FIRESTONE,20,2020-04-03
UNINCORPORATED,FLORENCE-FIRESTONE,26,2020-04-03
LOS ANGELES,FLORENCE-FIRESTONE,22,2020-04-04
UNINCORPORATED,FLORENCE-FIRESTONE,29,2020-04-04
LOS ANGELES,FLORENCE-FIRESTONE,28,2020-04-05
UNINCORPORATED,FLORENCE-FIRESTONE,35,2020-04-05
LOS ANGELES,FLORENCE-FIRESTONE,29,2020-04-06
UNINCORPORATED,FLORENCE-FIRESTONE,36,2020-04-06
LOS ANGELES,FLORENCE-FIRESTONE,33,2020-04-07
UNINCORPORATED,FLORENCE-FIRESTONE,39,2020-04-07
LOS ANGELES,FLORENCE-FIRESTONE,36,2020-04-08
UNINCORPORATED,FLORENCE-FIRESTONE,42,2020-04-08
LOS ANGELES,FLORENCE-FIRESTONE,39,2020-04-09
UNINCORPORATED,FLORENCE-FIRESTONE,49,2020-04-09
LOS ANGELES,FLORENCE-FIRESTONE,42,2020-04-10
UNINCORPORATED,FLORENCE-FIRESTONE,57,2020-04-10
LOS ANGELES,FLORENCE-FIRESTONE,45,2020-04-11
UNINCORPORATED,FLORENCE-FIRESTONE,57,2020-04-11
LOS ANGELES,FLORENCE-FIRESTONE,45,2020-04-12
UNINCORPORATED,FLORENCE-FIRESTONE,58,2020-04-12
LOS ANGELES,FLORENCE-FIRESTONE,47,2020-04-13
UNINCORPORATED,FLORENCE-FIRESTONE,60,2020-04-13
UNINCORPORATED,FRANKLIN CANYON,0,2020-03-28
UNINCORPORATED,FRANKLIN CANYON,0,2020-03-29
UNINCORPORATED,FRANKLIN CANYON,0,2020-03-30
UNINCORPORATED,FRANKLIN CANYON,0,2020-03-31
UNINCORPORATED,FRANKLIN CANYON,0,2020-04-01
UNINCORPORATED,FRANKLIN CANYON,0,2020-04-02
UNINCORPORATED,FRANKLIN CANYON,0,2020-04-03
UNINCORPORATED,FRANKLIN CANYON,0,2020-04-04
UNINCORPORATED,FRANKLIN CANYON,0,2020-04-05
UNINCORPORATED,FRANKLIN CANYON,0,2020-04-06
UNINCORPORATED,FRANKLIN CANYON,0,2020-04-07
UNINCORPORATED,FRANKLIN CANYON,0,2020-04-08
UNINCORPORATED,FRANKLIN CANYON,0,2020-04-09
UNINCORPORATED,FRANKLIN CANYON,0,2020-04-10
UNINCORPORATED,FRANKLIN CANYON,0,2020-04-11
UNINCORPORATED,FRANKLIN CANYON,0,2020-04-12
UNINCORPORATED,FRANKLIN CANYON,0,2020-04-13
NA,GARDENA,1,2020-03-16
NA,GARDENA,1,2020-03-17
NA,GARDENA,1,2020-03-18
NA,GARDENA,1,2020-03-19
NA,GARDENA,1,2020-03-20
NA,GARDENA,1,2020-03-21
NA,GARDENA,1,2020-03-22
NA,GARDENA,1,2020-03-23
NA,GARDENA,1,2020-03-24
NA,GARDENA,1,2020-03-25
NA,GARDENA,4,2020-03-26
NA,GARDENA,5,2020-03-27
NA,GARDENA,6,2020-03-28
NA,GARDENA,6,2020-03-29
NA,GARDENA,7,2020-03-30
NA,GARDENA,12,2020-03-31
NA,GARDENA,14,2020-04-01
NA,GARDENA,17,2020-04-02
NA,GARDENA,20,2020-04-03
NA,GARDENA,23,2020-04-04
NA,GARDENA,30,2020-04-05
NA,GARDENA,30,2020-04-06
NA,GARDENA,37,2020-04-07
NA,GARDENA,42,2020-04-08
NA,GARDENA,47,2020-04-09
NA,GARDENA,53,2020-04-10
NA,GARDENA,63,2020-04-11
NA,GARDENA,74,2020-04-12
NA,GARDENA,74,2020-04-13
NA,GLASSELL PARK,1,2020-03-25
NA,GLASSELL PARK,2,2020-03-26
LOS ANGELES,GLASSELL PARK,4,2020-03-27
LOS ANGELES,GLASSELL PARK,7,2020-03-28
LOS ANGELES,GLASSELL PARK,7,2020-03-29
LOS ANGELES,GLASSELL PARK,8,2020-03-30
LOS ANGELES,GLASSELL PARK,11,2020-03-31
LOS ANGELES,GLASSELL PARK,16,2020-04-01
LOS ANGELES,GLASSELL PARK,18,2020-04-02
LOS ANGELES,GLASSELL PARK,22,2020-04-03
LOS ANGELES,GLASSELL PARK,28,2020-04-04
LOS ANGELES,GLASSELL PARK,30,2020-04-05
LOS ANGELES,GLASSELL PARK,33,2020-04-06
LOS ANGELES,GLASSELL PARK,39,2020-04-07
LOS ANGELES,GLASSELL PARK,44,2020-04-08
LOS ANGELES,GLASSELL PARK,49,2020-04-09
LOS ANGELES,GLASSELL PARK,52,2020-04-10
LOS ANGELES,GLASSELL PARK,54,2020-04-11
LOS ANGELES,GLASSELL PARK,56,2020-04-12
LOS ANGELES,GLASSELL PARK,57,2020-04-13
NA,GLENDALE,2,2020-03-16
NA,GLENDALE,3,2020-03-17
NA,GLENDALE,4,2020-03-18
NA,GLENDALE,4,2020-03-19
NA,GLENDALE,4,2020-03-20
NA,GLENDALE,5,2020-03-21
NA,GLENDALE,6,2020-03-22
NA,GLENDALE,9,2020-03-23
NA,GLENDALE,10,2020-03-24
NA,GLENDALE,12,2020-03-25
NA,GLENDALE,23,2020-03-26
NA,GLENDALE,29,2020-03-27
NA,GLENDALE,36,2020-03-28
NA,GLENDALE,46,2020-03-29
NA,GLENDALE,62,2020-03-30
NA,GLENDALE,76,2020-03-31
NA,GLENDALE,86,2020-04-01
NA,GLENDALE,93,2020-04-02
NA,GLENDALE,103,2020-04-03
NA,GLENDALE,118,2020-04-04
NA,GLENDALE,129,2020-04-05
NA,GLENDALE,142,2020-04-06
NA,GLENDALE,154,2020-04-07
NA,GLENDALE,166,2020-04-08
NA,GLENDALE,194,2020-04-09
NA,GLENDALE,218,2020-04-10
NA,GLENDALE,233,2020-04-11
NA,GLENDALE,248,2020-04-12
NA,GLENDALE,255,2020-04-13
NA,GLENDORA,1,2020-03-16
NA,GLENDORA,1,2020-03-22
NA,GLENDORA,1,2020-03-23
NA,GLENDORA,1,2020-03-24
NA,GLENDORA,2,2020-03-25
NA,GLENDORA,2,2020-03-26
NA,GLENDORA,4,2020-03-27
UNINCORPORATED,GLENDORA,0,2020-03-27
NA,GLENDORA,4,2020-03-28
UNINCORPORATED,GLENDORA,0,2020-03-28
NA,GLENDORA,6,2020-03-29
UNINCORPORATED,GLENDORA,0,2020-03-29
NA,GLENDORA,6,2020-03-30
UNINCORPORATED,GLENDORA,0,2020-03-30
NA,GLENDORA,7,2020-03-31
UNINCORPORATED,GLENDORA,0,2020-03-31
NA,GLENDORA,7,2020-04-01
UNINCORPORATED,GLENDORA,0,2020-04-01
NA,GLENDORA,7,2020-04-02
UNINCORPORATED,GLENDORA,0,2020-04-02
NA,GLENDORA,10,2020-04-03
UNINCORPORATED,GLENDORA,0,2020-04-03
NA,GLENDORA,11,2020-04-04
UNINCORPORATED,GLENDORA,0,2020-04-04
NA,GLENDORA,14,2020-04-05
UNINCORPORATED,GLENDORA,0,2020-04-05
NA,GLENDORA,16,2020-04-06
UNINCORPORATED,GLENDORA,0,2020-04-06
NA,GLENDORA,17,2020-04-07
UNINCORPORATED,GLENDORA,0,2020-04-07
NA,GLENDORA,17,2020-04-08
UNINCORPORATED,GLENDORA,0,2020-04-08
NA,GLENDORA,18,2020-04-09
UNINCORPORATED,GLENDORA,0,2020-04-09
NA,GLENDORA,18,2020-04-10
UNINCORPORATED,GLENDORA,0,2020-04-10
NA,GLENDORA,21,2020-04-11
UNINCORPORATED,GLENDORA,0,2020-04-11
NA,GLENDORA,21,2020-04-12
UNINCORPORATED,GLENDORA,0,2020-04-12
NA,GLENDORA,21,2020-04-13
UNINCORPORATED,GLENDORA,0,2020-04-13
LOS ANGELES,GRAMERCY PLACE,NA,2020-03-27
LOS ANGELES,GRAMERCY PLACE,NA,2020-03-28
LOS ANGELES,GRAMERCY PLACE,NA,2020-03-29
LOS ANGELES,GRAMERCY PLACE,NA,2020-03-30
LOS ANGELES,GRAMERCY PLACE,NA,2020-03-31
LOS ANGELES,GRAMERCY PLACE,NA,2020-04-01
LOS ANGELES,GRAMERCY PLACE,5,2020-04-02
LOS ANGELES,GRAMERCY PLACE,6,2020-04-03
LOS ANGELES,GRAMERCY PLACE,7,2020-04-04
LOS ANGELES,GRAMERCY PLACE,7,2020-04-05
LOS ANGELES,GRAMERCY PLACE,7,2020-04-06
LOS ANGELES,GRAMERCY PLACE,7,2020-04-07
LOS ANGELES,GRAMERCY PLACE,7,2020-04-08
LOS ANGELES,GRAMERCY PLACE,8,2020-04-09
LOS ANGELES,GRAMERCY PLACE,8,2020-04-10
LOS ANGELES,GRAMERCY PLACE,10,2020-04-11
LOS ANGELES,GRAMERCY PLACE,10,2020-04-12
LOS ANGELES,GRAMERCY PLACE,10,2020-04-13
NA,GRANADA HILLS,3,2020-03-16
NA,GRANADA HILLS,3,2020-03-17
LOS ANGELES,GRANADA HILLS,3,2020-03-18
NA,GRANADA HILLS,4,2020-03-19
NA,GRANADA HILLS,4,2020-03-20
NA,GRANADA HILLS,4,2020-03-21
NA,GRANADA HILLS,4,2020-03-22
NA,GRANADA HILLS,5,2020-03-23
NA,GRANADA HILLS,5,2020-03-24
NA,GRANADA HILLS,7,2020-03-25
NA,GRANADA HILLS,8,2020-03-26
LOS ANGELES,GRANADA HILLS,8,2020-03-27
LOS ANGELES,GRANADA HILLS,8,2020-03-28
LOS ANGELES,GRANADA HILLS,8,2020-03-29
LOS ANGELES,GRANADA HILLS,9,2020-03-30
LOS ANGELES,GRANADA HILLS,10,2020-03-31
LOS ANGELES,GRANADA HILLS,14,2020-04-01
LOS ANGELES,GRANADA HILLS,19,2020-04-02
LOS ANGELES,GRANADA HILLS,21,2020-04-03
LOS ANGELES,GRANADA HILLS,22,2020-04-04
LOS ANGELES,GRANADA HILLS,27,2020-04-05
LOS ANGELES,GRANADA HILLS,29,2020-04-06
LOS ANGELES,GRANADA HILLS,36,2020-04-07
LOS ANGELES,GRANADA HILLS,40,2020-04-08
LOS ANGELES,GRANADA HILLS,41,2020-04-09
LOS ANGELES,GRANADA HILLS,42,2020-04-10
LOS ANGELES,GRANADA HILLS,44,2020-04-11
LOS ANGELES,GRANADA HILLS,46,2020-04-12
LOS ANGELES,GRANADA HILLS,47,2020-04-13
LOS ANGELES,GREEN MEADOWS,NA,2020-03-27
LOS ANGELES,GREEN MEADOWS,NA,2020-03-28
LOS ANGELES,GREEN MEADOWS,NA,2020-03-29
LOS ANGELES,GREEN MEADOWS,NA,2020-03-30
LOS ANGELES,GREEN MEADOWS,7,2020-03-31
LOS ANGELES,GREEN MEADOWS,8,2020-04-01
LOS ANGELES,GREEN MEADOWS,8,2020-04-02
LOS ANGELES,GREEN MEADOWS,9,2020-04-03
LOS ANGELES,GREEN MEADOWS,10,2020-04-04
LOS ANGELES,GREEN MEADOWS,10,2020-04-05
LOS ANGELES,GREEN MEADOWS,10,2020-04-06
LOS ANGELES,GREEN MEADOWS,12,2020-04-07
LOS ANGELES,GREEN MEADOWS,11,2020-04-08
LOS ANGELES,GREEN MEADOWS,12,2020-04-09
LOS ANGELES,GREEN MEADOWS,14,2020-04-10
LOS ANGELES,GREEN MEADOWS,14,2020-04-11
LOS ANGELES,GREEN MEADOWS,14,2020-04-12
LOS ANGELES,GREEN MEADOWS,14,2020-04-13
NA,HACIENDA HEIGHTS,2,2020-03-26
UNINCORPORATED,HACIENDA HEIGHTS,2,2020-03-27
UNINCORPORATED,HACIENDA HEIGHTS,2,2020-03-28
UNINCORPORATED,HACIENDA HEIGHTS,2,2020-03-29
UNINCORPORATED,HACIENDA HEIGHTS,2,2020-03-30
UNINCORPORATED,HACIENDA HEIGHTS,5,2020-03-31
UNINCORPORATED,HACIENDA HEIGHTS,8,2020-04-01
UNINCORPORATED,HACIENDA HEIGHTS,12,2020-04-02
UNINCORPORATED,HACIENDA HEIGHTS,12,2020-04-03
UNINCORPORATED,HACIENDA HEIGHTS,13,2020-04-04
UNINCORPORATED,HACIENDA HEIGHTS,17,2020-04-05
UNINCORPORATED,HACIENDA HEIGHTS,19,2020-04-06
UNINCORPORATED,HACIENDA HEIGHTS,22,2020-04-07
UNINCORPORATED,HACIENDA HEIGHTS,23,2020-04-08
UNINCORPORATED,HACIENDA HEIGHTS,25,2020-04-09
UNINCORPORATED,HACIENDA HEIGHTS,27,2020-04-10
UNINCORPORATED,HACIENDA HEIGHTS,28,2020-04-11
UNINCORPORATED,HACIENDA HEIGHTS,30,2020-04-12
UNINCORPORATED,HACIENDA HEIGHTS,30,2020-04-13
NA,HANCOCK PARK,2,2020-03-19
NA,HANCOCK PARK,2,2020-03-20
NA,HANCOCK PARK,4,2020-03-21
NA,HANCOCK PARK,5,2020-03-22
NA,HANCOCK PARK,6,2020-03-23
NA,HANCOCK PARK,7,2020-03-24
NA,HANCOCK PARK,8,2020-03-25
NA,HANCOCK PARK,10,2020-03-26
LOS ANGELES,HANCOCK PARK,14,2020-03-27
LOS ANGELES,HANCOCK PARK,17,2020-03-28
LOS ANGELES,HANCOCK PARK,18,2020-03-29
LOS ANGELES,HANCOCK PARK,26,2020-03-30
LOS ANGELES,HANCOCK PARK,30,2020-03-31
LOS ANGELES,HANCOCK PARK,33,2020-04-01
LOS ANGELES,HANCOCK PARK,34,2020-04-02
LOS ANGELES,HANCOCK PARK,33,2020-04-03
LOS ANGELES,HANCOCK PARK,37,2020-04-04
LOS ANGELES,HANCOCK PARK,38,2020-04-05
LOS ANGELES,HANCOCK PARK,39,2020-04-06
LOS ANGELES,HANCOCK PARK,45,2020-04-07
LOS ANGELES,HANCOCK PARK,45,2020-04-08
LOS ANGELES,HANCOCK PARK,45,2020-04-09
LOS ANGELES,HANCOCK PARK,45,2020-04-10
LOS ANGELES,HANCOCK PARK,46,2020-04-11
LOS ANGELES,HANCOCK PARK,46,2020-04-12
LOS ANGELES,HANCOCK PARK,47,2020-04-13
NA,HARBOR CITY,1,2020-03-26
LOS ANGELES,HARBOR CITY,1,2020-03-27
LOS ANGELES,HARBOR CITY,1,2020-03-28
LOS ANGELES,HARBOR CITY,2,2020-03-29
LOS ANGELES,HARBOR CITY,4,2020-03-30
LOS ANGELES,HARBOR CITY,5,2020-03-31
LOS ANGELES,HARBOR CITY,7,2020-04-01
LOS ANGELES,HARBOR CITY,8,2020-04-02
LOS ANGELES,HARBOR CITY,15,2020-04-03
LOS ANGELES,HARBOR CITY,18,2020-04-04
LOS ANGELES,HARBOR CITY,19,2020-04-05
LOS ANGELES,HARBOR CITY,20,2020-04-06
LOS ANGELES,HARBOR CITY,21,2020-04-07
LOS ANGELES,HARBOR CITY,21,2020-04-08
LOS ANGELES,HARBOR CITY,22,2020-04-09
LOS ANGELES,HARBOR CITY,23,2020-04-10
LOS ANGELES,HARBOR CITY,23,2020-04-11
LOS ANGELES,HARBOR CITY,24,2020-04-12
LOS ANGELES,HARBOR CITY,24,2020-04-13
NA,HARBOR GATEWAY,1,2020-03-24
NA,HARBOR GATEWAY,2,2020-03-25
NA,HARBOR GATEWAY,3,2020-03-26
LOS ANGELES,HARBOR GATEWAY,4,2020-03-27
LOS ANGELES,HARBOR GATEWAY,4,2020-03-28
UNINCORPORATED,HARBOR GATEWAY,0,2020-03-28
LOS ANGELES,HARBOR GATEWAY,4,2020-03-29
UNINCORPORATED,HARBOR GATEWAY,0,2020-03-29
LOS ANGELES,HARBOR GATEWAY,6,2020-03-30
UNINCORPORATED,HARBOR GATEWAY,0,2020-03-30
LOS ANGELES,HARBOR GATEWAY,9,2020-03-31
UNINCORPORATED,HARBOR GATEWAY,0,2020-03-31
LOS ANGELES,HARBOR GATEWAY,9,2020-04-01
UNINCORPORATED,HARBOR GATEWAY,0,2020-04-01
LOS ANGELES,HARBOR GATEWAY,11,2020-04-02
UNINCORPORATED,HARBOR GATEWAY,0,2020-04-02
LOS ANGELES,HARBOR GATEWAY,13,2020-04-03
UNINCORPORATED,HARBOR GATEWAY,0,2020-04-03
LOS ANGELES,HARBOR GATEWAY,15,2020-04-04
UNINCORPORATED,HARBOR GATEWAY,0,2020-04-04
LOS ANGELES,HARBOR GATEWAY,18,2020-04-05
UNINCORPORATED,HARBOR GATEWAY,0,2020-04-05
LOS ANGELES,HARBOR GATEWAY,21,2020-04-06
UNINCORPORATED,HARBOR GATEWAY,0,2020-04-06
LOS ANGELES,HARBOR GATEWAY,23,2020-04-07
UNINCORPORATED,HARBOR GATEWAY,0,2020-04-07
LOS ANGELES,HARBOR GATEWAY,26,2020-04-08
UNINCORPORATED,HARBOR GATEWAY,0,2020-04-08
LOS ANGELES,HARBOR GATEWAY,29,2020-04-09
UNINCORPORATED,HARBOR GATEWAY,0,2020-04-09
LOS ANGELES,HARBOR GATEWAY,30,2020-04-10
UNINCORPORATED,HARBOR GATEWAY,0,2020-04-10
LOS ANGELES,HARBOR GATEWAY,31,2020-04-11
UNINCORPORATED,HARBOR GATEWAY,0,2020-04-11
LOS ANGELES,HARBOR GATEWAY,32,2020-04-12
UNINCORPORATED,HARBOR GATEWAY,0,2020-04-12
LOS ANGELES,HARBOR GATEWAY,32,2020-04-13
UNINCORPORATED,HARBOR GATEWAY,0,2020-04-13
LOS ANGELES,HARBOR PINES,0,2020-03-27
LOS ANGELES,HARBOR PINES,0,2020-03-28
LOS ANGELES,HARBOR PINES,0,2020-03-29
LOS ANGELES,HARBOR PINES,0,2020-03-30
LOS ANGELES,HARBOR PINES,0,2020-03-31
LOS ANGELES,HARBOR PINES,0,2020-04-01
LOS ANGELES,HARBOR PINES,0,2020-04-02
LOS ANGELES,HARBOR PINES,0,2020-04-03
LOS ANGELES,HARBOR PINES,0,2020-04-04
LOS ANGELES,HARBOR PINES,0,2020-04-05
LOS ANGELES,HARBOR PINES,0,2020-04-06
LOS ANGELES,HARBOR PINES,0,2020-04-07
LOS ANGELES,HARBOR PINES,0,2020-04-08
LOS ANGELES,HARBOR PINES,0,2020-04-09
LOS ANGELES,HARBOR PINES,0,2020-04-10
LOS ANGELES,HARBOR PINES,0,2020-04-11
LOS ANGELES,HARBOR PINES,0,2020-04-12
LOS ANGELES,HARBOR PINES,0,2020-04-13
NA,HARVARD HEIGHTS,1,2020-03-24
NA,HARVARD HEIGHTS,1,2020-03-25
NA,HARVARD HEIGHTS,2,2020-03-26
LOS ANGELES,HARVARD HEIGHTS,NA,2020-03-27
LOS ANGELES,HARVARD HEIGHTS,NA,2020-03-28
LOS ANGELES,HARVARD HEIGHTS,NA,2020-03-29
LOS ANGELES,HARVARD HEIGHTS,NA,2020-03-30
LOS ANGELES,HARVARD HEIGHTS,NA,2020-03-31
LOS ANGELES,HARVARD HEIGHTS,5,2020-04-01
LOS ANGELES,HARVARD HEIGHTS,6,2020-04-02
LOS ANGELES,HARVARD HEIGHTS,8,2020-04-03
LOS ANGELES,HARVARD HEIGHTS,9,2020-04-04
LOS ANGELES,HARVARD HEIGHTS,9,2020-04-05
LOS ANGELES,HARVARD HEIGHTS,9,2020-04-06
LOS ANGELES,HARVARD HEIGHTS,10,2020-04-07
LOS ANGELES,HARVARD HEIGHTS,12,2020-04-08
LOS ANGELES,HARVARD HEIGHTS,15,2020-04-09
LOS ANGELES,HARVARD HEIGHTS,16,2020-04-10
LOS ANGELES,HARVARD HEIGHTS,18,2020-04-11
LOS ANGELES,HARVARD HEIGHTS,21,2020-04-12
LOS ANGELES,HARVARD HEIGHTS,21,2020-04-13
LOS ANGELES,HARVARD PARK,1,2020-03-27
LOS ANGELES,HARVARD PARK,2,2020-03-28
LOS ANGELES,HARVARD PARK,2,2020-03-29
LOS ANGELES,HARVARD PARK,3,2020-03-30
LOS ANGELES,HARVARD PARK,4,2020-03-31
LOS ANGELES,HARVARD PARK,4,2020-04-01
LOS ANGELES,HARVARD PARK,5,2020-04-02
LOS ANGELES,HARVARD PARK,8,2020-04-03
LOS ANGELES,HARVARD PARK,12,2020-04-04
LOS ANGELES,HARVARD PARK,16,2020-04-05
LOS ANGELES,HARVARD PARK,19,2020-04-06
LOS ANGELES,HARVARD PARK,18,2020-04-07
LOS ANGELES,HARVARD PARK,22,2020-04-08
LOS ANGELES,HARVARD PARK,22,2020-04-09
LOS ANGELES,HARVARD PARK,24,2020-04-10
LOS ANGELES,HARVARD PARK,25,2020-04-11
LOS ANGELES,HARVARD PARK,25,2020-04-12
LOS ANGELES,HARVARD PARK,27,2020-04-13
NA,HAWAIIAN GARDENS,NA,2020-03-27
NA,HAWAIIAN GARDENS,NA,2020-03-28
NA,HAWAIIAN GARDENS,NA,2020-03-29
NA,HAWAIIAN GARDENS,NA,2020-03-30
NA,HAWAIIAN GARDENS,NA,2020-03-31
NA,HAWAIIAN GARDENS,NA,2020-04-01
NA,HAWAIIAN GARDENS,NA,2020-04-02
NA,HAWAIIAN GARDENS,NA,2020-04-03
NA,HAWAIIAN GARDENS,NA,2020-04-04
NA,HAWAIIAN GARDENS,NA,2020-04-05
NA,HAWAIIAN GARDENS,NA,2020-04-06
NA,HAWAIIAN GARDENS,NA,2020-04-07
NA,HAWAIIAN GARDENS,NA,2020-04-08
NA,HAWAIIAN GARDENS,NA,2020-04-09
NA,HAWAIIAN GARDENS,NA,2020-04-10
NA,HAWAIIAN GARDENS,NA,2020-04-11
NA,HAWAIIAN GARDENS,NA,2020-04-12
NA,HAWAIIAN GARDENS,NA,2020-04-13
NA,HAWTHORNE,1,2020-03-19
NA,HAWTHORNE,2,2020-03-20
NA,HAWTHORNE,2,2020-03-21
NA,HAWTHORNE,2,2020-03-22
NA,HAWTHORNE,3,2020-03-23
NA,HAWTHORNE,6,2020-03-24
NA,HAWTHORNE,8,2020-03-25
NA,HAWTHORNE,9,2020-03-26
NA,HAWTHORNE,7,2020-03-27
UNINCORPORATED,HAWTHORNE,NA,2020-03-27
NA,HAWTHORNE,11,2020-03-28
UNINCORPORATED,HAWTHORNE,NA,2020-03-28
NA,HAWTHORNE,11,2020-03-29
UNINCORPORATED,HAWTHORNE,NA,2020-03-29
NA,HAWTHORNE,13,2020-03-30
UNINCORPORATED,HAWTHORNE,NA,2020-03-30
NA,HAWTHORNE,19,2020-03-31
UNINCORPORATED,HAWTHORNE,NA,2020-03-31
NA,HAWTHORNE,22,2020-04-01
UNINCORPORATED,HAWTHORNE,NA,2020-04-01
NA,HAWTHORNE,26,2020-04-02
UNINCORPORATED,HAWTHORNE,NA,2020-04-02
NA,HAWTHORNE,30,2020-04-03
UNINCORPORATED,HAWTHORNE,NA,2020-04-03
NA,HAWTHORNE,32,2020-04-04
UNINCORPORATED,HAWTHORNE,NA,2020-04-04
NA,HAWTHORNE,39,2020-04-05
UNINCORPORATED,HAWTHORNE,NA,2020-04-05
NA,HAWTHORNE,44,2020-04-06
UNINCORPORATED,HAWTHORNE,NA,2020-04-06
NA,HAWTHORNE,49,2020-04-07
UNINCORPORATED,HAWTHORNE,NA,2020-04-07
NA,HAWTHORNE,55,2020-04-08
UNINCORPORATED,HAWTHORNE,NA,2020-04-08
NA,HAWTHORNE,62,2020-04-09
UNINCORPORATED,HAWTHORNE,NA,2020-04-09
NA,HAWTHORNE,64,2020-04-10
UNINCORPORATED,HAWTHORNE,NA,2020-04-10
NA,HAWTHORNE,68,2020-04-11
UNINCORPORATED,HAWTHORNE,NA,2020-04-11
NA,HAWTHORNE,70,2020-04-12
UNINCORPORATED,HAWTHORNE,NA,2020-04-12
NA,HAWTHORNE,74,2020-04-13
UNINCORPORATED,HAWTHORNE,NA,2020-04-13
NA,HERMOSA BEACH,NA,2020-03-27
NA,HERMOSA BEACH,NA,2020-03-28
NA,HERMOSA BEACH,6,2020-03-29
NA,HERMOSA BEACH,7,2020-03-30
NA,HERMOSA BEACH,9,2020-03-31
NA,HERMOSA BEACH,12,2020-04-01
NA,HERMOSA BEACH,15,2020-04-02
NA,HERMOSA BEACH,17,2020-04-03
NA,HERMOSA BEACH,17,2020-04-04
NA,HERMOSA BEACH,17,2020-04-05
NA,HERMOSA BEACH,18,2020-04-06
NA,HERMOSA BEACH,18,2020-04-07
NA,HERMOSA BEACH,18,2020-04-08
NA,HERMOSA BEACH,17,2020-04-09
NA,HERMOSA BEACH,17,2020-04-10
NA,HERMOSA BEACH,17,2020-04-11
NA,HERMOSA BEACH,17,2020-04-12
NA,HERMOSA BEACH,17,2020-04-13
UNINCORPORATED,HI VISTA,0,2020-03-27
UNINCORPORATED,HI VISTA,0,2020-03-28
UNINCORPORATED,HI VISTA,0,2020-03-29
UNINCORPORATED,HI VISTA,0,2020-03-30
UNINCORPORATED,HI VISTA,0,2020-03-31
